[2025-11-08 14:08:45] [INFO    ] discord.client: logging in using static token
[2025-11-08 14:09:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 7, 'op': 0, 'd': {'user_id': '1435931107521593344', 'target_id': '948890756167381002', 'id': '1436613493930594356', 'changes': [{'new_value': [{'name': 'brainrot', 'id': '1435923569946263613'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1435599102279946372'}}
[2025-11-08 14:09:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-08 14:09:08] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-11-08 14:09:08] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1435599102279946372/members/948890756167381002/roles/1435923569946263613 with None has returned 204
[2025-11-08 14:09:08] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1435599102279946372/members/948890756167381002/roles/1435923569946263613 has received 
[2025-11-08 14:09:08] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-11-08 14:09:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-08 14:09:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-08 14:10:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-08 14:10:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-08 14:10:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-08 14:10:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-08 14:11:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-11-08 14:11:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
